i,j,len,sfc,err
0, 0, 8.539270097544568, 0.16868483013790783, 1.0261836706663623
0, 1, 8.539270097544568, 0.1743076578091714, 1.0111874209668228
0, 2, 8.539270097544568, 0.17993048548043503, 1.078927572161581
0, 3, 8.539270097544568, 0.18555331315169862, 1.0675376845566669
0, 4, 8.539270097544568, 0.1911761408229622, 1.1690143809574185
0, 5, 8.539270097544568, 0.1967989684942258, 1.1606994595261195
0, 6, 8.539270097544568, 0.2024217961654894, 1.0183551553868662
0, 7, 8.539270097544568, 0.208044623836753, 1.0061657659154637
0, 8, 8.539270097544568, 0.21366745150801658, 1.0498935274301948
0, 9, 8.539270097544568, 0.21929027917928018, 1.082821481942912
0, 10, 8.539270097544568, 0.2249131068505438, 0.9739274563643706
0, 11, 8.539270097544568, 0.23053593452180737, 1.0015094682791812
0, 12, 8.539270097544568, 0.23615876219307094, 0.9780653891485926
0, 13, 8.539270097544568, 0.24178158986433457, 0.972923654742023
0, 14, 8.539270097544568, 0.24740441753559816, 0.9668790567000431
0, 15, 8.539270097544568, 0.25302724520686176, 0.9445627325648803
0, 16, 8.539270097544568, 0.2586500728781253, 1.033916884612175
0, 17, 8.539270097544568, 0.26427290054938896, 0.8804309996273793
0, 18, 8.539270097544568, 0.26989572822065255, 0.8685703078944285
0, 19, 8.539270097544568, 0.2755185558919161, 0.8579136542607424
0, 20, 8.539270097544568, 0.28114138356317975, 0.8463799351385866
0, 21, 8.539270097544568, 0.2867642112344433, 0.8356622921386899
0, 22, 8.539270097544568, 0.29238703890570694, 0.8234417709066997
0, 23, 8.539270097544568, 0.2980098665769705, 0.81316476150418
0, 24, 8.539270097544568, 0.3036326942482341, 0.8022622212051548
0, 25, 8.539270097544568, 0.3092555219194977, 0.7906780291035395
0, 26, 8.539270097544568, 0.3148783495907613, 0.7786779085046892
0, 27, 8.539270097544568, 0.32050117726202487, 0.7680121993707845
0, 28, 8.539270097544568, 0.32612400493328847, 0.7568877853826964
0, 29, 8.539270097544568, 0.33174683260455207, 0.7458080700658687
0, 30, 8.539270097544568, 0.33736966027581566, 0.7348758436104464
0, 31, 8.539270097544568, 0.34299248794707926, 0.7238706447678767
0, 32, 8.539270097544568, 0.3486153156183429, 0.7128526993772563
0, 33, 8.539270097544568, 0.35423814328960646, 0.7020035390658752
0, 34, 8.539270097544568, 0.35986097096087005, 0.6914766987320748
0, 35, 8.539270097544568, 0.3654837986321336, 0.6807890459770455
